gene	Gene.ontology.IDs
ENSGACT00000003433.1	GO:0000122;GO:0000932;GO:0005634;GO:0010606;GO:0017148;GO:0030014;GO:0030331;GO:0031047;GO:0032947;GO:0033147;GO:0042974;GO:0048387;GO:0048589;GO:0060213;GO:1900153
ENSGACT00000005482.1	GO:0004713;GO:0004715;GO:0005102;GO:0005524;GO:0005815;GO:0005829;GO:0007169;GO:0030154;GO:0031234;GO:0034334;GO:0038083;GO:0045859;GO:0046777;GO:0060027
ENSGACT00000022603.1	GO:0004713;GO:0004715;GO:0005102;GO:0005524;GO:0005815;GO:0005829;GO:0007169;GO:0030154;GO:0031234;GO:0034334;GO:0038083;GO:0045859;GO:0046777;GO:0060027
ENSGACT00000002027.1	GO:0000777;GO:0005794;GO:0005815;GO:0005828;GO:0005881;GO:0007020;GO:0007049;GO:0031023;GO:0034453;GO:0043515;GO:0051010;GO:0051301
ENSGACT00000010981.1	GO:0005096;GO:0005886;GO:0030659;GO:0031175
ENSGACT00000025661.1	GO:0005096;GO:0005886;GO:0030659;GO:0031175
ENSGACT00000016177.1	GO:0001534;GO:0003341;GO:0031514;GO:0035082
ENSGACT00000016179.1	GO:0001534;GO:0003341;GO:0031514;GO:0035082
ENSGACT00000002457.1	GO:0002300;GO:0002305;GO:0002689;GO:0004930;GO:0005887;GO:0030659;GO:0032720;GO:0035025;GO:0051482
ENSGACT00000020723.1	GO:0005789;GO:0006914;GO:0008045;GO:0016021
ENSGACT00000025692.1	GO:0002098;GO:0005634;GO:0005737;GO:0030335;GO:0033588
ENSGACT00000014852.1	GO:0005179;GO:0005576;GO:0005615;GO:0007275;GO:0016055;GO:0046324
ENSGACT00000005280.1	GO:0005509;GO:0005576
ENSGACT00000006688.1	
ENSGACT00000004510.1	GO:0004346;GO:0005789;GO:0006094;GO:0016021;GO:0051156
ENSGACT00000007156.1	GO:0005509
ENSGACT00000023323.1	GO:0003779;GO:0005634;GO:0005737;GO:0005885;GO:0034314;GO:0035861;GO:0042995
ENSGACT00000024785.1	GO:0003924;GO:0005525;GO:0005730;GO:0007165;GO:0016020;GO:0045943
ENSGACT00000024787.1	GO:0003924;GO:0005525;GO:0005730;GO:0007165;GO:0016020;GO:0045943
ENSGACT00000022230.1	GO:0005089;GO:0005737;GO:0035023
ENSGACT00000007866.1	GO:0005576;GO:0005783;GO:0005794;GO:0035118
ENSGACT00000022706.1	GO:0005576;GO:0005783;GO:0005794;GO:0035118
ENSGACT00000006800.1	
ENSGACT00000017586.1	GO:0000932;GO:0003723;GO:0005634;GO:0005829;GO:0046872
ENSGACT00000020783.1	GO:0003924;GO:0005525;GO:0005737;GO:0005819;GO:0005940;GO:0007224;GO:0015630;GO:0030496;GO:0031105;GO:0032154;GO:0032947;GO:0060170;GO:0060271;GO:0061640
ENSGACT00000024563.1	GO:0003700;GO:0005634;GO:0006357;GO:0007420;GO:0043565
ENSGACT00000004055.1	GO:0000289;GO:0000290;GO:0000932;GO:0003723;GO:0004672;GO:0005524;GO:0006397;GO:0010606;GO:0031251;GO:0046872;GO:0090503
ENSGACT00000001550.1	GO:0005634;GO:0005743;GO:0032981
ENSGACT00000021404.1	GO:0000785;GO:0005634;GO:0006281;GO:0007064;GO:0008156;GO:0051301
ENSGACT00000021402.1	GO:0000785;GO:0005634;GO:0006281;GO:0007064;GO:0008156;GO:0051301
ENSGACT00000008924.1	GO:0003723;GO:0005634;GO:0005730;GO:0005737;GO:0006397;GO:0008380;GO:0010494;GO:0015030;GO:0016528;GO:0016607;GO:0030017;GO:0033120;GO:0043392;GO:0045948;GO:0071260;GO:0097504
ENSGACT00000015610.1	GO:0005634;GO:0005737;GO:0006470;GO:0019888;GO:0030289
ENSGACT00000014718.1	GO:0001706;GO:0001889;GO:0003323;GO:0003677;GO:0003700;GO:0005634;GO:0006357;GO:0009952;GO:0021571;GO:0021572;GO:0021575;GO:0021664;GO:0021667;GO:0030073;GO:0030902;GO:0030916;GO:0031016;GO:0031018;GO:0032474;GO:0034672;GO:0035148;GO:0035622;GO:0042593;GO:0043049;GO:0045893;GO:0046983;GO:0048546;GO:0048566;GO:0048752;GO:0048840;GO:0061008;GO:0072576;GO:1990798
ENSGACT00000021202.1	GO:0005739;GO:0006457;GO:0008270;GO:0030150;GO:0050821;GO:0051087
ENSGACT00000014477.1	GO:0005886;GO:0006855;GO:0015238;GO:0015297;GO:0016021
ENSGACT00000027319.1	GO:0005886;GO:0006855;GO:0015238;GO:0015297;GO:0016021
ENSGACT00000014496.1	GO:0005886;GO:0006855;GO:0015238;GO:0015297;GO:0016021
ENSGACT00000024499.1	GO:0005886;GO:0006855;GO:0015238;GO:0015297;GO:0016021
ENSGACT00000027315.1	GO:0005886;GO:0006855;GO:0015238;GO:0015297;GO:0016021
ENSGACT00000027316.1	GO:0005886;GO:0006855;GO:0015238;GO:0015297;GO:0016021
ENSGACT00000027314.1	GO:0005886;GO:0006855;GO:0015238;GO:0015297;GO:0016021
ENSGACT00000014481.1	GO:0005886;GO:0006855;GO:0015238;GO:0015297;GO:0016021
ENSGACT00000015637.1	GO:0000493;GO:0005654;GO:0005737;GO:0005829;GO:0022618;GO:0051082
ENSGACT00000015642.1	GO:0000493;GO:0005654;GO:0005737;GO:0005829;GO:0022618;GO:0051082
ENSGACT00000014867.1	GO:0004725;GO:0005737;GO:0008138;GO:0060271
ENSGACT00000016552.1	GO:0004725;GO:0005737;GO:0008138;GO:0060271
ENSGACT00000016549.1	GO:0004725;GO:0005737;GO:0008138;GO:0060271
ENSGACT00000000091.1	GO:0004725;GO:0005737;GO:0008138;GO:0060271
ENSGACT00000003456.3	GO:0003677;GO:0003700;GO:0005634;GO:0006355;GO:0007399;GO:0030154;GO:0046872
ENSGACT00000021097.1	GO:0000981;GO:0002040;GO:0005634;GO:0043565
ENSGACT00000007225.1	GO:0000122;GO:0000785;GO:0001666;GO:0001837;GO:0001935;GO:0002040;GO:0004720;GO:0005044;GO:0005507;GO:0005509;GO:0005604;GO:0005615;GO:0005634;GO:0005783;GO:0010718;GO:0016020;GO:0018057;GO:0030199;GO:0032332;GO:0043542;GO:0045892;GO:0070828;GO:1902455
ENSGACT00000010153.1	GO:0000122;GO:0000785;GO:0001666;GO:0001837;GO:0001935;GO:0002040;GO:0004720;GO:0005044;GO:0005507;GO:0005509;GO:0005604;GO:0005615;GO:0005634;GO:0005783;GO:0010718;GO:0016020;GO:0018057;GO:0030199;GO:0032332;GO:0043542;GO:0045892;GO:0070828;GO:1902455
ENSGACT00000007217.1	GO:0000122;GO:0000785;GO:0001666;GO:0001837;GO:0001935;GO:0002040;GO:0004720;GO:0005044;GO:0005507;GO:0005509;GO:0005604;GO:0005615;GO:0005634;GO:0005783;GO:0010718;GO:0016020;GO:0018057;GO:0030199;GO:0032332;GO:0043542;GO:0045892;GO:0070828;GO:1902455
ENSGACT00000003627.1	GO:0002138;GO:0005789;GO:0005811;GO:0016021;GO:0031090;GO:0052650
ENSGACT00000001752.1	GO:0002138;GO:0005789;GO:0005811;GO:0016021;GO:0031090;GO:0052650
ENSGACT00000008616.1	GO:0005887;GO:0015173;GO:0015349
ENSGACT00000009295.1	GO:0000124;GO:0003713;GO:0008270;GO:0016578;GO:0045893;GO:0071819
ENSGACT00000009293.1	GO:0000124;GO:0003713;GO:0008270;GO:0016578;GO:0045893;GO:0071819
ENSGACT00000012675.1	GO:0000124;GO:0003713;GO:0008270;GO:0016578;GO:0045893;GO:0071819
ENSGACT00000026586.2	GO:0002062;GO:0003330;GO:0003700;GO:0005634;GO:0005783;GO:0005789;GO:0016021;GO:0030968;GO:0034976;GO:0035497;GO:0044212;GO:0045944;GO:0051216;GO:0060628
ENSGACT00000016484.1	GO:0005783;GO:0006457;GO:0016055;GO:1904395
ENSGACT00000005741.1	GO:0005783;GO:0005789;GO:0016021;GO:0016791;GO:0043812;GO:0046856
ENSGACT00000007138.1	GO:0005829;GO:0006517;GO:0033925
ENSGACT00000023818.1	GO:0005634;GO:0005737;GO:0005886;GO:0060041
ENSGACT00000013582.1	
ENSGACT00000013247.1	GO:0004458;GO:0005739;GO:0019516;GO:0022904;GO:0031234;GO:0051990;GO:0071949
ENSGACT00000004065.1	GO:0005777;GO:0006144;GO:0016831;GO:0019428;GO:0019628;GO:0051997
ENSGACT00000020883.1	GO:0005737;GO:0005886;GO:0005901;GO:0007517;GO:0030017;GO:0030154
ENSGACT00000007948.1	GO:0007165;GO:0007634;GO:0016020;GO:0036269;GO:0060047
ENSGACT00000010365.1	GO:0005337;GO:0005886;GO:0008504;GO:0016021
ENSGACT00000016154.1	GO:0000281;GO:0001755;GO:0003677;GO:0005730;GO:0005737;GO:0005874;GO:0007076;GO:0008017;GO:0040001;GO:0072686
ENSGACT00000008544.1	GO:0016021
ENSGACT00000002044.1	GO:0001558;GO:0003682;GO:0004843;GO:0005634;GO:0005737;GO:0006511;GO:0007219;GO:0016579;GO:0035517;GO:0035522;GO:0036459;GO:0051726;GO:0071108;GO:1904888
ENSGACT00000009299.1	GO:0005789;GO:0006915;GO:0016021
ENSGACT00000025112.1	
ENSGACT00000008434.1	GO:0005089;GO:0035023
ENSGACT00000018255.1	GO:0005089;GO:0035023
ENSGACT00000016592.1	GO:0000932;GO:0003723;GO:0005634;GO:0046872
ENSGACT00000005687.1	GO:0016021
ENSGACT00000019884.1	GO:0005634;GO:0016529;GO:0048471
ENSGACT00000024261.1	GO:0004175;GO:0004298;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0005839;GO:0010498;GO:0010499;GO:0019774;GO:0043161
ENSGACT00000024580.1	GO:0004175;GO:0004298;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0005839;GO:0010498;GO:0010499;GO:0019774;GO:0043161
ENSGACT00000010964.1	GO:0003723;GO:0003735;GO:0006412;GO:0015934;GO:0022625;GO:0042273;GO:0098556
ENSGACT00000010947.1	GO:0003723;GO:0003735;GO:0006412;GO:0015934;GO:0022625;GO:0042273;GO:0098556
ENSGACT00000007406.1	GO:0002040;GO:0007155;GO:0016021;GO:0046872
ENSGACT00000007397.1	GO:0002040;GO:0007155;GO:0016021;GO:0046872
ENSGACT00000003577.1	GO:0002040;GO:0007155;GO:0016021;GO:0046872
ENSGACT00000003580.1	GO:0002040;GO:0007155;GO:0016021
ENSGACT00000007400.1	GO:0002040;GO:0007155;GO:0016021
ENSGACT00000007403.1	GO:0002040;GO:0007155;GO:0016021
ENSGACT00000026659.1	GO:0001525;GO:0007155;GO:0016021;GO:0046872
ENSGACT00000026660.1	GO:0001525;GO:0007155;GO:0016021
ENSGACT00000007035.1	GO:0001525;GO:0007155;GO:0016021;GO:0046872
ENSGACT00000004940.1	GO:0001525;GO:0001935;GO:0003365;GO:0005911;GO:0005923;GO:0005938;GO:0008360;GO:0009880;GO:0016055;GO:0016477;GO:0030036;GO:0030054;GO:0030334;GO:0030866;GO:0031410;GO:0035329;GO:0035907;GO:0035912;GO:0046847;GO:0051649;GO:0055037;GO:0060026;GO:0099513
ENSGACT00000018182.1	GO:0001525;GO:0001935;GO:0003365;GO:0005911;GO:0005923;GO:0005938;GO:0008360;GO:0009880;GO:0016055;GO:0016477;GO:0030036;GO:0030054;GO:0030334;GO:0030866;GO:0031410;GO:0035329;GO:0035907;GO:0035912;GO:0046847;GO:0051649;GO:0055037;GO:0060026;GO:0099513
ENSGACT00000007516.1	GO:0000122;GO:0003677;GO:0003700;GO:0003714;GO:0005634;GO:0005654;GO:0046872;GO:0046982
ENSGACT00000023457.1	GO:0003677;GO:0005634;GO:0007049;GO:0008284;GO:0033674;GO:0043066;GO:0045648;GO:0045654;GO:0046872;GO:0051301;GO:0051781;GO:0072707;GO:1901989
ENSGACT00000017448.1	GO:0001887;GO:0004756;GO:0005524;GO:0005737;GO:0016260;GO:0070329
ENSGACT00000017444.1	GO:0001887;GO:0004756;GO:0005524;GO:0005737;GO:0016260;GO:0070329
ENSGACT00000021848.1	GO:0000981;GO:0003676;GO:0005634;GO:0008285;GO:0045600;GO:0045944;GO:0046872;GO:1903025
ENSGACT00000015736.1	GO:0000166;GO:0016829;GO:0017000;GO:0046872
ENSGACT00000002660.1	GO:0000122;GO:0000785;GO:0003677;GO:0005634;GO:0005700;GO:0007049;GO:0007307;GO:0008340;GO:0030317;GO:0031523;GO:0048477
ENSGACT00000008803.1	GO:0000932;GO:0004519;GO:0005634;GO:0005654;GO:0005737;GO:0030308;GO:0036464;GO:0046872;GO:0061158;GO:2000134
ENSGACT00000005791.1	GO:0005737;GO:0016307
ENSGACT00000016195.1	GO:0005737;GO:0016307
ENSGACT00000004927.1	GO:0000390;GO:0000398;GO:0003723;GO:0005524;GO:0005634;GO:0005654;GO:0016604;GO:0034459;GO:0042802;GO:0071007;GO:0071013
ENSGACT00000011581.1	GO:0003676;GO:0005634;GO:0008270
ENSGACT00000008226.1	GO:0003676;GO:0005634;GO:0008270
ENSGACT00000016405.2	GO:0001228;GO:0005634;GO:0005730;GO:0005829;GO:0035307;GO:0043565;GO:0045944;GO:0050885;GO:0070886
ENSGACT00000016395.1	GO:0001228;GO:0005634;GO:0005730;GO:0005829;GO:0035307;GO:0043565;GO:0045944;GO:0050885;GO:0070886
ENSGACT00000014613.1	GO:0005794;GO:0005829;GO:0008289;GO:0015248;GO:0016020;GO:0031902;GO:0032934;GO:0043231
ENSGACT00000021419.1	GO:0016021
ENSGACT00000005032.1	GO:0045087
ENSGACT00000007380.1	GO:0045087
ENSGACT00000013455.1	GO:0004672;GO:0004674;GO:0005089;GO:0005516;GO:0005524;GO:0005615;GO:0005829;GO:0005863;GO:0005886;GO:0006468;GO:0007275;GO:0014704;GO:0016604;GO:0030017;GO:0030018;GO:0030154;GO:0030506;GO:0031430;GO:0031432;GO:0035023;GO:0042383;GO:0045296;GO:0046777;GO:0046872
ENSGACT00000013504.1	GO:0004672;GO:0004674;GO:0005089;GO:0005516;GO:0005524;GO:0005615;GO:0005829;GO:0005863;GO:0005886;GO:0006468;GO:0007275;GO:0014704;GO:0016604;GO:0030017;GO:0030018;GO:0030154;GO:0030506;GO:0031430;GO:0031432;GO:0035023;GO:0042383;GO:0045296;GO:0046777;GO:0046872
ENSGACT00000013467.1	GO:0004672;GO:0004674;GO:0005089;GO:0005516;GO:0005524;GO:0005615;GO:0005829;GO:0005863;GO:0005886;GO:0006468;GO:0007275;GO:0014704;GO:0016604;GO:0030017;GO:0030018;GO:0030154;GO:0030506;GO:0031430;GO:0031432;GO:0035023;GO:0042383;GO:0045296;GO:0046777;GO:0046872
ENSGACT00000023128.1	GO:0004672;GO:0004674;GO:0005089;GO:0005516;GO:0005524;GO:0005615;GO:0005829;GO:0005863;GO:0005886;GO:0006468;GO:0007275;GO:0014704;GO:0016604;GO:0030017;GO:0030018;GO:0030154;GO:0030506;GO:0031430;GO:0031432;GO:0035023;GO:0042383;GO:0045296;GO:0046777;GO:0046872
ENSGACT00000027478.1	GO:0001501;GO:0001654;GO:0002051;GO:0002102;GO:0005737;GO:0006801;GO:0007507;GO:0010314;GO:0010628;GO:0016176;GO:0022617;GO:0030054;GO:0032266;GO:0035091;GO:0040018;GO:0042169;GO:0042995;GO:0045600;GO:0048705;GO:0051496;GO:0060348;GO:0060378;GO:0060612;GO:0070273;GO:0071800;GO:0072657;GO:0080025;GO:1904179;GO:1904888
ENSGACT00000018053.1	GO:0005865;GO:0006936;GO:0008307;GO:0030017;GO:0030018;GO:0030240;GO:0030241;GO:0031430;GO:0042803;GO:0045214;GO:0048739;GO:0051015;GO:0051371;GO:0055003;GO:0055008;GO:0071688
ENSGACT00000014707.1	
ENSGACT00000014720.1	
ENSGACT00000026470.1	GO:0001782;GO:0002315;GO:0005085;GO:0005089;GO:0007264;GO:0017048;GO:0043547;GO:0051491
ENSGACT00000018100.1	GO:0004252;GO:0005886;GO:0016021
ENSGACT00000018097.1	GO:0004252;GO:0005886;GO:0016021
ENSGACT00000008833.2	GO:0005737;GO:0005856;GO:0014069;GO:0030054;GO:0030165;GO:0043197;GO:0043621;GO:0045202;GO:0045211;GO:0051260;GO:0061001
ENSGACT00000023905.1	GO:0007605;GO:0019902;GO:0032420;GO:0120045
ENSGACT00000012120.1	GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006397;GO:0007275;GO:0008380;GO:0016604;GO:0016607;GO:0036396;GO:0080009;GO:0110104
ENSGACT00000012106.1	GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006397;GO:0007275;GO:0008380;GO:0016604;GO:0016607;GO:0036396;GO:0080009;GO:0110104
ENSGACT00000022107.1	GO:0000977;GO:0003700;GO:0005634;GO:0008168;GO:0019233;GO:0022008;GO:0031175;GO:0031490;GO:0043565;GO:0046872;GO:0050965;GO:0051574;GO:1900111;GO:1990226
ENSGACT00000023195.1	GO:0004622;GO:0005765;GO:0005783;GO:0005789;GO:0016021;GO:0016042;GO:0031965;GO:0031966;GO:0052689
ENSGACT00000015869.1	GO:0005912;GO:0005929;GO:0016324;GO:0045216
ENSGACT00000003426.1	GO:0000226;GO:0005819;GO:0005829;GO:0015630
ENSGACT00000005933.1	GO:0005272;GO:0005452;GO:0005887;GO:0006814;GO:0015106;GO:0015252;GO:0015293;GO:0015301;GO:0015701;GO:0030003;GO:0042044;GO:0046713;GO:0046715;GO:0046983;GO:0050801;GO:0051453;GO:1902600
ENSGACT00000017030.1	GO:0005739
ENSGACT00000024503.1	GO:0005829;GO:0005856;GO:0005886;GO:0005938;GO:0007165;GO:0008277;GO:0032991;GO:0090150
ENSGACT00000006415.1	GO:0000139;GO:0005096;GO:0005769;GO:0005829;GO:0016020;GO:0017016;GO:0022409;GO:0030424;GO:0030425;GO:0042803;GO:0043025;GO:0043087;GO:0043547;GO:0045665;GO:0050766;GO:0051056;GO:1903697;GO:1904425;GO:1904442;GO:1990792
ENSGACT00000006410.1	GO:0000139;GO:0005096;GO:0005769;GO:0005829;GO:0016020;GO:0017016;GO:0022409;GO:0030424;GO:0030425;GO:0042803;GO:0043025;GO:0043087;GO:0043547;GO:0045665;GO:0050766;GO:0051056;GO:1903697;GO:1904425;GO:1904442;GO:1990792
ENSGACT00000017199.1	GO:0005887;GO:0006886;GO:0014069;GO:0030054;GO:0031901;GO:0035254;GO:0042803;GO:0043197;GO:0043198;GO:0043231;GO:0044297;GO:0045211;GO:0051965;GO:0060076;GO:0097091;GO:0098793
ENSGACT00000001590.1	GO:0004435;GO:0004629;GO:0005509;GO:0005737;GO:0005886;GO:0016042;GO:0035556;GO:0046488
ENSGACT00000001592.1	GO:0004435;GO:0004629;GO:0005509;GO:0005737;GO:0005886;GO:0016042;GO:0035556;GO:0046488
ENSGACT00000020317.1	GO:0003779;GO:0005737;GO:0007010;GO:0017048;GO:0022604;GO:0030866
ENSGACT00000007851.1	GO:0003779;GO:0005737;GO:0007010;GO:0017048;GO:0022604;GO:0030866
ENSGACT00000022931.1	GO:0005654;GO:0005886;GO:0006325
ENSGACT00000006838.2	GO:0000413;GO:0003755;GO:0005829;GO:0016018;GO:0016363;GO:0016607;GO:0042026;GO:0051082
ENSGACT00000015066.1	GO:0001540;GO:0005886;GO:0006898;GO:0016020;GO:0016021;GO:0070613
ENSGACT00000000362.1	GO:0000794;GO:0001701;GO:0001756;GO:0002020;GO:0003007;GO:0003300;GO:0004674;GO:0004713;GO:0005200;GO:0005509;GO:0005516;GO:0005524;GO:0005859;GO:0005865;GO:0006936;GO:0007507;GO:0007512;GO:0008307;GO:0010628;GO:0010737;GO:0019899;GO:0019901;GO:0021591;GO:0030016;GO:0030017;GO:0030018;GO:0030240;GO:0030241;GO:0030506;GO:0031430;GO:0031433;GO:0031672;GO:0031674;GO:0035995;GO:0042802;GO:0042805;GO:0043056;GO:0043621;GO:0045214;GO:0045859;GO:0048739;GO:0048769;GO:0050714;GO:0050790;GO:0051015;GO:0051371;GO:0051592;GO:0055002;GO:0055003;GO:0055008;GO:0060048;GO:0060419;GO:0071688;GO:1901897
ENSGACT00000002906.1	GO:0000387;GO:0005634;GO:0005829;GO:0006349;GO:0006355;GO:0008469;GO:0008757;GO:0018216;GO:0030154;GO:0034969;GO:0035241;GO:0035242;GO:0035243;GO:0043046;GO:0044020
ENSGACT00000002924.2	GO:0000387;GO:0005634;GO:0005829;GO:0006349;GO:0006355;GO:0008469;GO:0008757;GO:0018216;GO:0030154;GO:0034969;GO:0035241;GO:0035242;GO:0035243;GO:0043046;GO:0044020
ENSGACT00000002931.1	GO:0000145;GO:0000149;GO:0006887;GO:0030133;GO:0051601
ENSGACT00000025378.1	GO:0003682;GO:0005509;GO:0005576;GO:0005615;GO:0005737;GO:0007155;GO:0016020
ENSGACT00000023618.1	GO:0016021;GO:0055085
ENSGACT00000010548.1	GO:0005096;GO:0005815;GO:0005829;GO:0006886;GO:0007049;GO:0017137;GO:0043087;GO:0090630
ENSGACT00000023004.1	GO:0005096;GO:0005815;GO:0005829;GO:0006886;GO:0007049;GO:0017137;GO:0043087;GO:0090630
ENSGACT00000015404.1	GO:0006974;GO:0016567;GO:0019005;GO:0030332;GO:0031145;GO:0031146;GO:0031571
ENSGACT00000025150.1	GO:0016567
ENSGACT00000009066.1	GO:0005886;GO:0031225
ENSGACT00000019190.1	GO:0005737;GO:0007288;GO:0008017;GO:0036064
ENSGACT00000017393.1	GO:0000460;GO:0000470;GO:0005730;GO:0005737;GO:0030687;GO:0071339
ENSGACT00000017885.1	GO:0005634;GO:0005694;GO:0007130;GO:0007283;GO:0042138;GO:0048477;GO:0051177;GO:0051321;GO:0051598;GO:0060629
ENSGACT00000027012.1	GO:0005886;GO:0006884;GO:0015379;GO:0016021;GO:0055064;GO:0055075;GO:1902476;GO:1990573
ENSGACT00000012074.1	GO:0005829;GO:0008289;GO:0016020;GO:0035627;GO:0120009;GO:0120013;GO:1902387;GO:1902388
ENSGACT00000022378.1	GO:0005829;GO:0008289;GO:0016020;GO:0035627;GO:0120009;GO:0120013;GO:1902387;GO:1902388
ENSGACT00000015676.1	GO:0000978;GO:0003700;GO:0005634;GO:0006357;GO:0007418;GO:0021914
ENSGACT00000000787.1	GO:0005634;GO:0005737
ENSGACT00000012395.1	GO:0005634;GO:0005737
ENSGACT00000011601.1	GO:0008146;GO:0016021
ENSGACT00000012188.1	GO:0001158;GO:0001947;GO:0003170;GO:0003682;GO:0003700;GO:0005634;GO:0006355;GO:0008016;GO:0010842;GO:0035881;GO:0036302;GO:0043565;GO:0045893;GO:0060579
ENSGACT00000006702.1	GO:0005737;GO:2000145
ENSGACT00000001415.1	GO:0000777;GO:0003677;GO:0004386;GO:0005524;GO:0007049;GO:0016539;GO:0051301
ENSGACT00000001417.1	GO:0000777;GO:0003677;GO:0004386;GO:0005524;GO:0007049;GO:0016539;GO:0051301
ENSGACT00000011804.1	GO:0000422;GO:0004197;GO:0004843;GO:0005739;GO:0005741;GO:0006511;GO:0008053;GO:0016021;GO:0016579;GO:0035871;GO:0036459;GO:0044313
ENSGACT00000011809.1	GO:0000422;GO:0004197;GO:0004843;GO:0005739;GO:0005741;GO:0006511;GO:0008053;GO:0016021;GO:0016579;GO:0035871;GO:0036459;GO:0044313
ENSGACT00000021142.1	GO:0003924;GO:0005525;GO:0005940;GO:0015630;GO:0031105;GO:0032947;GO:0060271;GO:0061640
ENSGACT00000021145.3	GO:0003924;GO:0005525;GO:0005940;GO:0015630;GO:0031105;GO:0032947;GO:0060271;GO:0061640
ENSGACT00000021149.1	GO:0016787
ENSGACT00000021148.1	GO:0016787
ENSGACT00000009450.1	GO:0005886;GO:0007420;GO:0042471
ENSGACT00000016285.2	GO:0000979;GO:0005634;GO:0008168;GO:0010468;GO:0046872
ENSGACT00000022542.1	GO:0001503;GO:0005783;GO:0005813;GO:0014032;GO:0030030;GO:0030176;GO:0035437;GO:0036064;GO:0045724;GO:0051216;GO:0061036;GO:1903012;GO:1904888
ENSGACT00000025528.1	GO:0005634;GO:0005737;GO:0031417;GO:0043066
ENSGACT00000009890.1	
ENSGACT00000009902.1	
ENSGACT00000010131.2	GO:0004713;GO:0004715;GO:0005524;GO:0005634;GO:0006338;GO:0006974;GO:0016572;GO:0035173;GO:0046872
ENSGACT00000010157.1	
ENSGACT00000010140.1	
ENSGACT00000006744.1	GO:0000287;GO:0005975;GO:0016787
ENSGACT00000014275.1	GO:0005769;GO:0005813;GO:0007049;GO:0030030;GO:0030496;GO:0036064;GO:0045724;GO:0051301;GO:0055037;GO:1903566
ENSGACT00000007890.1	GO:0005089;GO:0005516;GO:0005789;GO:0005886;GO:0007264;GO:0035023
ENSGACT00000012332.1	GO:0001895;GO:0003014;GO:0005814;GO:0007507;GO:0007634;GO:0010842;GO:0060271;GO:0060287
ENSGACT00000026768.1	GO:0006869;GO:0016021;GO:0055085
ENSGACT00000026769.1	GO:0006869;GO:0016021;GO:0055085
ENSGACT00000026770.1	GO:0006869;GO:0016021;GO:0055085
ENSGACT00000012874.1	GO:0003714;GO:0005634;GO:0043565;GO:0045892;GO:0046872;GO:0097380
ENSGACT00000020741.2	GO:0000712;GO:0003676;GO:0004386;GO:0005524
ENSGACT00000017465.1	GO:0001678;GO:0004340;GO:0005524;GO:0005536;GO:0005829;GO:0006096;GO:0008865;GO:0019158;GO:0019318
ENSGACT00000017414.1	GO:0001678;GO:0004340;GO:0005524;GO:0005536;GO:0005829;GO:0006096;GO:0008865;GO:0019158;GO:0019318
ENSGACT00000007629.1	GO:0005654
ENSGACT00000008141.1	GO:0005813;GO:0005814;GO:0036064;GO:0044782
ENSGACT00000021761.1	GO:0000290;GO:0000932;GO:0003723;GO:0016605;GO:0016607;GO:0033962
ENSGACT00000015681.1	GO:0002040;GO:0016226;GO:0046872;GO:0051539;GO:0097361
ENSGACT00000005295.1	GO:0005737;GO:0008333;GO:0017112;GO:0044257
ENSGACT00000011815.1	GO:0005737;GO:0008333;GO:0017112;GO:0044257
ENSGACT00000025713.1	GO:0000981;GO:0005634;GO:0007420;GO:0008284;GO:0030154;GO:0042472;GO:0043565;GO:0048026
ENSGACT00000018493.1	GO:0001525;GO:0005509;GO:0005634;GO:0005886;GO:0006355;GO:0016021;GO:0030154;GO:0038023;GO:0050793;GO:0060271;GO:0061314
ENSGACT00000015648.1	GO:0003677;GO:0004181;GO:0005516;GO:0005518;GO:0005615;GO:0006518;GO:0008270;GO:0016485;GO:1904026
ENSGACT00000011129.1	GO:0016021
ENSGACT00000022910.1	GO:0000175;GO:0000176;GO:0000177;GO:0000178;GO:0003723;GO:0004519;GO:0006364;GO:0006401;GO:0016075
ENSGACT00000027553.1	GO:0003725;GO:0005634;GO:0005737;GO:0008270
ENSGACT00000011805.1	GO:0006915;GO:0016021;GO:0031966
ENSGACT00000008282.1	GO:0000184;GO:0000340;GO:0003729;GO:0005634;GO:0005737;GO:0005846;GO:0006408;GO:0006417;GO:0008380;GO:0017069;GO:0031047;GO:0045292;GO:0046833;GO:0051028
ENSGACT00000026767.1	GO:0001569;GO:0001944;GO:0003143;GO:0003319;GO:0003376;GO:0006869;GO:0016021;GO:0048703;GO:0055085;GO:0061035
ENSGACT00000022617.1	GO:0001525;GO:0005635;GO:0005737;GO:0006915;GO:0016620;GO:0030154;GO:0051287
ENSGACT00000024090.1	GO:0003700;GO:0003707;GO:0005634;GO:0008270;GO:0043565
ENSGACT00000005912.1	GO:0004751;GO:0006014;GO:0009052;GO:0043231
ENSGACT00000005921.1	GO:0004751;GO:0006014;GO:0009052;GO:0043231
ENSGACT00000011746.1	GO:0003884;GO:0005777;GO:0046416;GO:0071949
ENSGACT00000012504.1	GO:0005815;GO:0005874;GO:0035556
ENSGACT00000013222.1	GO:0004985;GO:0016020
ENSGACT00000013769.1	GO:0001755;GO:0003712;GO:0006357;GO:0016592
ENSGACT00000021966.1	GO:0000049;GO:0005759;GO:0042780
