"Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"Otu00196" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu00197" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" "Hyphomicrobiaceae_unclassified" ""
"Otu00198" "Bacteria" "Firmicutes" "Firmicutes_unclassified" "Firmicutes_unclassified" "Firmicutes_unclassified" "Firmicutes_unclassified" ""
"Otu00199" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_unclassified" "Clostridiales_unclassified" ""
"Otu00200" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Clostridium_sensu_stricto" ""
"Otu00201" "Bacteria" "Actinobacteria" "Actinobacteria_unclassified" "Actinobacteria_unclassified" "Actinobacteria_unclassified" "Actinobacteria_unclassified" ""
"Otu00202" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu00203" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Clostridium_sensu_stricto" ""
"Otu00204" "Bacteria" "Nitrospirae" "Nitrospira" "Nitrospirales" "Nitrospiraceae" "Nitrospira" ""
"Otu00205" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Rickettsiaceae" "Rickettsia" ""
"Otu00206" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Acetobacteraceae" "Roseomonas" ""
"Otu00207" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu00208" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Intrasporangiaceae" "Intrasporangiaceae_unclassified" ""
"Otu00209" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu00210" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Xanthomonadaceae_unclassified" ""
"Otu00211" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Mycobacteriaceae" "Mycobacterium" ""
"Otu00212" "Bacteria" "Actinobacteria" "Actinobacteria" "Solirubrobacterales" "Solirubrobacterales_unclassified" "Solirubrobacterales_unclassified" ""
"Otu00213" "Bacteria" "Chlamydiae" "Chlamydiia" "Chlamydiales" "Chlamydiales_unclassified" "Chlamydiales_unclassified" ""
"Otu00214" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu00215" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" "Comamonadaceae_unclassified" ""
"Otu00216" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Pseudonocardiaceae" "Pseudonocardia" ""
"Otu00217" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinobacteria_unclassified" "Actinobacteria_unclassified" "Actinobacteria_unclassified" ""
"Otu00218" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Gracilibacteraceae" "Gracilibacter" ""
"Otu00219" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Actinomycetales_unclassified" "Actinomycetales_unclassified" ""
"Otu00220" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu00221" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_unclassified" "Clostridiales_unclassified" ""
"Otu00222" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillales_Incertae_Sedis_XII" "Exiguobacterium" ""
"Otu00223" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Pseudomonadaceae" "Pseudomonas" ""
"Otu00224" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu00225" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu00226" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Rhodobacteraceae_unclassified" ""
"Otu00227" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_unclassified" "Clostridiales_unclassified" ""
"Otu00228" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pasteurellales" "Pasteurellaceae" "Pasteurellaceae_unclassified" ""
"Otu00229" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Clostridium_III" ""
"Otu00230" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" "Hyphomicrobiaceae_unclassified" ""
"Otu00231" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Cryomorphaceae" "Fluviicola" ""
"Otu00232" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Micromonosporaceae" "Micromonosporaceae_unclassified" ""
"Otu00233" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Myxococcales_unclassified" "Myxococcales_unclassified" ""
"Otu00234" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Clostridium_sensu_stricto" ""
"Otu00235" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Clostridium_sensu_stricto" ""
"Otu00236" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Microbacteriaceae" "Microbacteriaceae_unclassified" ""
"Otu00237" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Betaproteobacteria_unclassified" "Betaproteobacteria_unclassified" "Betaproteobacteria_unclassified" ""
"Otu00238" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu00239" "Bacteria" "Bacteroidetes" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" ""
"Otu00240" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_unclassified" "Clostridiales_unclassified" ""
"Otu00241" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Streptococcus" ""
"Otu00242" "Bacteria" "Chloroflexi" "Caldilineae" "Caldilineales" "Caldilineaceae" "Caldilinea" ""
"Otu00243" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Oceanospirillales" "Halomonadaceae" "Halomonas" ""
"Otu00244" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Corynebacteriaceae" "Corynebacterium" ""
"Otu00245" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Micromonosporaceae" "Micromonospora" ""
"Otu00246" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfovibrionales" "Desulfovibrionaceae" "Desulfovibrio" ""
"Otu00247" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Clostridium_sensu_stricto" ""
"Otu00248" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Nocardioidaceae" "Nocardioidaceae_unclassified" ""
"Otu00249" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Deltaproteobacteria_unclassified" "Deltaproteobacteria_unclassified" "Deltaproteobacteria_unclassified" ""
"Otu00250" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Chitinophagaceae_unclassified" ""
"Otu00251" "Bacteria" "Bacteroidetes" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" ""
"Otu00252" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" "Devosia" ""
"Otu00253" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Microbacteriaceae" "Microbacterium" ""
"Otu00254" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Clostridiaceae_1_unclassified" ""
"Otu00255" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" "Pedomicrobium" ""
"Otu00256" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu00257" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_unclassified" "Clostridiales_unclassified" ""
"Otu00258" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Rhizobium" ""
"Otu00259" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillales_unclassified" "Bacillales_unclassified" ""
"Otu00260" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Actinomycetales_unclassified" "Actinomycetales_unclassified" ""
"Otu00261" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu00262" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Clostridium_sensu_stricto" ""
"Otu00263" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu00264" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Lactococcus" ""
"Otu00265" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Actinomycetales_unclassified" "Actinomycetales_unclassified" ""
"Otu00266" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Gemmobacter" ""
"Otu00267" "Bacteria" "Chlamydiae" "Chlamydiia" "Chlamydiales" "Chlamydiales_unclassified" "Chlamydiales_unclassified" ""
"Otu00268" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium" ""
"Otu00269" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu00270" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Legionellaceae" "Legionella" ""
"Otu00271" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu00272" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu00273" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Betaproteobacteria_unclassified" "Betaproteobacteria_unclassified" "Betaproteobacteria_unclassified" ""
"Otu00274" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu00275" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Actinomycetales_unclassified" "Actinomycetales_unclassified" ""
"Otu00276" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Chromatiales" "Chromatiales_unclassified" "Chromatiales_unclassified" ""
"Otu00277" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu00278" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Burkholderiales_unclassified" "Burkholderiales_unclassified" ""
"Otu00279" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Clostridiaceae_1_unclassified" ""
"Otu00280" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Corynebacteriaceae" "Corynebacterium" ""
"Otu00281" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Actinomycetales_unclassified" "Actinomycetales_unclassified" ""
"Otu00282" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Clostridium_XlVb" ""
"Otu00283" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" "Comamonas" ""
"Otu00284" "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Pirellula" ""
"Otu00285" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Clostridium_sensu_stricto" ""
"Otu00286" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillales_Incertae_Sedis_XI" "Gemella" ""
"Otu00287" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Nocardioidaceae" "Nocardioides" ""
"Otu00288" "Bacteria" "Candidatus_Saccharibacteria" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" ""
"Otu00289" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Burkholderiaceae" "Chitinimonas" ""
"Otu00290" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales_unclassified" "Rhizobiales_unclassified" ""
"Otu00291" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Arenimonas" ""
"Otu00292" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Dysgonomonas" ""
"Otu00293" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Gammaproteobacteria_unclassified" "Gammaproteobacteria_unclassified" "Gammaproteobacteria_unclassified" ""
"Otu00294" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Micrococcaceae" "Arthrobacter" ""
"Otu00295" "Bacteria" "Candidatus_Saccharibacteria" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" ""
"Otu00296" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae_1" "Bacillus" ""
"Otu00297" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacteriaceae_unclassified" ""
"Otu00298" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Propionibacteriaceae" "Brooklawnia" ""
"Otu00299" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas" ""
"Otu00300" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Actinomycetales_unclassified" "Actinomycetales_unclassified" ""
"Otu00301" "Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Veillonellaceae" "Sporomusa" ""
"Otu00302" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Clostridium_III" ""
"Otu00303" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Saprospiraceae" "Haliscomenobacter" ""
"Otu00304" "Bacteria" "Fusobacteria" "Fusobacteriia" "Fusobacteriales" "Fusobacteriaceae" "Fusobacterium" ""
"Otu00305" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Moraxellaceae" "Acinetobacter" ""
"Otu00306" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu00307" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Rhodobacter" ""
"Otu00308" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinobacteria_unclassified" "Actinobacteria_unclassified" "Actinobacteria_unclassified" ""
"Otu00309" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Actinomycetales_unclassified" "Actinomycetales_unclassified" ""
"Otu00310" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae_1" "Bacillus" ""
"Otu00311" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu00312" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Clostridium_III" ""
"Otu00313" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales_unclassified" "Rhizobiales_unclassified" ""
"Otu00314" "Bacteria" "Proteobacteria" "Proteobacteria_unclassified" "Proteobacteria_unclassified" "Proteobacteria_unclassified" "Proteobacteria_unclassified" ""
"Otu00315" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Clostridium_III" ""
"Otu00316" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Actinomycetales_unclassified" "Actinomycetales_unclassified" ""
"Otu00317" "Bacteria" "Actinobacteria" "Actinobacteria" "Acidimicrobiales" "Acidimicrobiales_unclassified" "Acidimicrobiales_unclassified" ""
"Otu00318" "Bacteria" "Chloroflexi" "Caldilineae" "Caldilineales" "Caldilineaceae" "Caldilineaceae_unclassified" ""
"Otu00319" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcaceae_unclassified" ""
"Otu00320" "Bacteria" "Chloroflexi" "Caldilineae" "Caldilineales" "Caldilineaceae" "Caldilineaceae_unclassified" ""
"Otu00321" "Bacteria" "Chloroflexi" "Caldilineae" "Caldilineales" "Caldilineaceae" "Caldilineaceae_unclassified" ""
"Otu00322" "Bacteria" "Chloroflexi" "Caldilineae" "Caldilineales" "Caldilineaceae" "Caldilinea" ""
"Otu00323" "Bacteria" "Acidobacteria" "Acidobacteria_Gp16" "Gp16" "Gp16_unclassified" "Gp16_unclassified" ""
"Otu00324" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Gammaproteobacteria_unclassified" "Gammaproteobacteria_unclassified" "Gammaproteobacteria_unclassified" ""
"Otu00325" "Bacteria" "Chloroflexi" "Caldilineae" "Caldilineales" "Caldilineaceae" "Caldilinea" ""
"Otu00326" "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Planctomyces" ""
"Otu00327" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Corynebacteriaceae" "Corynebacterium" ""
"Otu00328" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Propionibacteriaceae" "Propionicimonas" ""
"Otu00329" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Myxococcaceae" "Myxococcaceae_unclassified" ""
"Otu00330" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Rikenellaceae" "Rikenellaceae_unclassified" ""
"Otu00331" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Paracoccus" ""
"Otu00332" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Clostridium_III" ""
"Otu00333" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales_unclassified" "Rhizobiales_unclassified" ""
"Otu00334" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu00335" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu00336" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Actinomycetales_unclassified" "Actinomycetales_unclassified" ""
"Otu00337" "Bacteria" "Chloroflexi" "Caldilineae" "Caldilineales" "Caldilineaceae" "Caldilineaceae_unclassified" ""
"Otu00338" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Peptostreptococcaceae" "Clostridium_XI" ""
"Otu00339" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Micrococcaceae" "Rothia" ""
"Otu00340" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales_unclassified" "Rhizobiales_unclassified" ""
"Otu00341" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae_2" "Bacillaceae_2_unclassified" ""
"Otu00342" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Streptococcus" ""
"Otu00343" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu00344" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Oxalobacteraceae" "Massilia" ""
"Otu00345" "Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Veillonellaceae" "Sporomusa" ""
"Otu00346" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Alphaproteobacteria_unclassified" "Alphaproteobacteria_unclassified" "Alphaproteobacteria_unclassified" ""
"Otu00347" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Gammaproteobacteria_unclassified" "Gammaproteobacteria_unclassified" "Gammaproteobacteria_unclassified" ""
"Otu00348" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Gammaproteobacteria_unclassified" "Gammaproteobacteria_unclassified" "Gammaproteobacteria_unclassified" ""
"Otu00349" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Moraxellaceae" "Moraxellaceae_unclassified" ""
"Otu00350" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu00351" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Nocardioidaceae" "Nocardioides" ""
"Otu00352" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Labrys" ""
"Otu00353" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Verrucomicrobiaceae_unclassified" ""
"Otu00354" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Lactococcus" ""
"Otu00355" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" "Hyphomicrobiaceae_unclassified" ""
"Otu00356" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Acetobacteraceae" "Acetobacteraceae_unclassified" ""
